"userId","movieId","rating","timestamp"
1,2,3.5,2005-04-02 23:53:47
1,29,3.5,2005-04-02 23:31:16
1,32,3.5,2005-04-02 23:33:39
1,47,3.5,2005-04-02 23:32:07
1,50,3.5,2005-04-02 23:29:40
1,112,3.5,2004-09-10 03:09:00
1,151,4,2004-09-10 03:08:54
1,223,4,2005-04-02 23:46:13
1,253,4,2005-04-02 23:35:40
1,260,4,2005-04-02 23:33:46
1,293,4,2005-04-02 23:31:43
1,296,4,2005-04-02 23:32:47
1,318,4,2005-04-02 23:33:18
1,337,3.5,2004-09-10 03:08:29
1,367,3.5,2005-04-02 23:53:00
1,541,4,2005-04-02 23:30:03
1,589,3.5,2005-04-02 23:45:57
1,593,3.5,2005-04-02 23:31:01
1,653,3,2004-09-10 03:08:11
1,919,3.5,2004-09-10 03:07:01
1,924,3.5,2004-09-10 03:06:38
1,1009,3.5,2005-04-02 23:53:33
1,1036,4,2005-04-02 23:44:40
1,1079,4,2004-09-10 03:07:45
1,1080,3.5,2005-04-02 23:42:55
1,1089,3.5,2005-04-02 23:31:09
1,1090,4,2005-04-02 23:44:13
1,1097,4,2005-04-02 23:48:21
1,1136,3.5,2005-04-02 23:30:09
1,1193,3.5,2005-04-02 23:31:30
1,1196,4.5,2005-04-02 23:32:22
1,1198,4.5,2005-04-02 23:30:24
1,1200,4,2005-04-02 23:29:20
1,1201,3,2005-04-02 23:30:42
1,1208,3.5,2005-04-02 23:33:35
1,1214,4,2004-09-10 03:12:57
1,1215,4,2004-09-10 03:14:42
1,1217,3.5,2005-04-02 23:33:30
1,1219,4,2004-09-10 03:13:14
1,1222,3.5,2005-04-02 23:30:37
1,1240,4,2005-04-02 23:43:21
1,1243,3,2005-04-02 23:46:07
1,1246,3.5,2004-09-10 03:09:19
1,1249,4,2005-04-02 23:43:02
1,1258,4,2004-09-10 03:13:14
1,1259,4,2005-04-02 23:44:00
1,1261,3.5,2004-09-10 03:15:13
1,1262,3.5,2005-04-02 23:32:15
1,1266,4,2005-04-02 23:42:51
1,1278,4,2004-09-10 03:13:06
1,1291,3.5,2005-04-02 23:45:25
1,1304,3,2004-09-10 03:08:40
1,1321,4,2004-09-10 03:14:22
1,1333,4,2005-04-02 23:36:30
1,1348,3.5,2004-09-10 03:14:16
1,1350,3.5,2004-09-10 03:15:58
1,1358,4,2005-04-02 23:43:39
1,1370,3,2004-09-10 03:09:24
1,1374,4,2004-09-10 03:09:06
1,1387,4,2005-04-02 23:35:13
1,1525,3,2005-04-02 23:55:50
1,1584,3.5,2004-09-10 03:07:36
1,1750,3.5,2005-04-02 23:56:41
1,1848,3.5,2005-04-02 23:53:52
1,1920,3.5,2005-04-02 23:54:58
1,1967,4,2005-04-02 23:48:59
1,1994,3.5,2004-09-10 03:14:47
1,1997,3.5,2004-09-10 03:13:54
1,2021,4,2005-04-02 23:52:09
1,2100,4,2005-04-02 23:52:35
1,2118,4,2004-09-10 03:14:52
1,2138,4,2005-04-02 23:49:49
1,2140,4,2005-04-02 23:48:25
1,2143,4,2005-04-02 23:52:31
1,2173,4,2005-04-02 23:51:27
1,2174,4,2005-04-02 23:50:43
1,2193,4,2005-04-02 23:49:13
1,2194,3.5,2005-04-02 23:44:46
1,2253,3.5,2005-04-02 23:55:22
1,2288,4,2004-09-10 03:14:37
1,2291,4,2004-09-10 03:09:37
1,2542,4,2005-04-02 23:44:07
1,2628,4,2005-04-02 23:53:08
1,2644,3.5,2005-04-02 23:36:34
1,2648,3.5,2004-09-10 03:13:37
1,2664,3.5,2004-09-10 03:15:48
1,2683,3.5,2004-09-10 03:07:30
1,2692,3.5,2005-04-02 23:32:29
1,2716,3.5,2004-09-10 03:13:32
1,2761,3,2005-04-02 23:32:39
1,2762,4,2005-04-02 23:42:47
1,2804,3.5,2005-04-02 23:43:34
1,2872,4,2005-04-02 23:48:17
1,2918,3.5,2005-04-02 23:44:25
1,2944,4,2005-04-02 23:43:53
1,2947,3.5,2005-04-02 23:46:20
1,2959,4,2004-09-10 03:08:18
1,2968,4,2005-04-02 23:50:25
1,3000,3.5,2005-04-02 23:29:29
1,3030,3,2005-04-02 23:29:08
1,3037,3.5,2005-04-02 23:46:03
1,3081,4,2004-09-10 03:15:43
1,3153,4,2005-04-02 23:50:16
1,3265,3.5,2005-04-02 23:28:45
1,3438,3.5,2005-04-02 23:54:54
1,3476,3.5,2004-09-10 03:15:39
1,3479,4,2005-04-02 23:48:54
1,3489,4,2005-04-02 23:53:44
1,3499,4,2005-04-02 23:35:18
1,3889,4,2005-04-02 23:55:38
1,3932,3,2004-09-10 03:16:12
1,3996,4,2004-09-10 03:08:47
1,3997,3.5,2005-04-02 23:56:32
1,4011,4,2005-04-02 23:43:26
1,4027,4,2005-04-02 23:44:20
1,4105,3.5,2004-09-10 03:15:04
1,4128,4,2005-04-02 23:35:33
1,4133,3,2005-04-02 23:56:09
1,4226,3.5,2005-04-02 23:28:13
1,4306,4,2004-09-10 03:09:44
1,4446,3.5,2005-04-02 23:52:50
1,4467,4,2005-04-02 23:50:22
1,4571,4,2005-04-02 23:51:20
1,4720,3.5,2004-09-10 03:13:28
1,4754,4,2005-04-02 23:36:23
1,4878,3.5,2005-04-02 23:28:57
1,4896,4,2005-04-02 23:48:51
1,4911,4,2005-04-02 23:52:41
1,4915,3,2005-04-02 23:54:36
1,4941,3.5,2005-04-02 23:53:27
1,4980,3.5,2005-04-02 23:54:15
1,4993,5,2005-04-02 23:31:22
1,5026,4,2005-04-02 23:50:58
1,5039,4,2005-04-02 23:51:38
1,5040,3,2005-04-02 23:54:46
1,5146,3.5,2004-09-10 03:15:32
1,5171,4,2005-04-02 23:55:04
1,5540,4,2005-04-02 23:51:45
1,5679,3.5,2004-09-10 03:15:08
1,5797,4,2005-04-02 23:51:11
1,5816,4,2005-04-02 23:48:40
1,5898,3.5,2005-04-02 23:53:22
1,5952,5,2005-04-02 23:30:19
1,5999,3.5,2005-04-02 23:55:50
1,6093,4,2005-04-02 23:48:33
1,6242,3.5,2004-09-10 03:13:24
1,6333,4,2005-04-02 23:45:02
1,6502,3.5,2004-09-10 03:14:08
1,6539,4,2005-04-02 23:45:08
1,6754,4,2005-04-02 23:53:04
1,6755,3.5,2004-09-10 03:14:27
1,6774,4,2005-04-02 23:49:46
1,6807,3.5,2005-04-02 23:31:26
1,6834,3.5,2005-04-02 23:54:20
1,6888,3,2005-04-02 23:55:27
1,7001,3.5,2004-09-10 03:15:01
1,7045,3.5,2005-04-02 23:50:34
1,7046,4,2005-04-02 23:52:14
1,7153,5,2005-04-02 23:30:33
1,7164,3.5,2005-04-02 23:52:03
1,7247,3.5,2005-04-02 23:52:38
1,7387,3.5,2004-09-10 03:16:01
